index,CITY,STATE,ZIPCODE,AGE,EJECTION,DRIVER_ACTION,BAC_RESULT,UNIT_TYPE,MAKE,MODEL,VEHICLE_YEAR,VEHICLE_TYPE,TRAVEL_DIRECTION,MANEUVER,FIRST_CONTACT_POINT,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,STREET_DIRECTION,NUM_UNITS,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,CRASH_YEAR,FATAL_INBOTH,FATAL_CARPPL,FATAL_OTHPPL,FATAL_INAUTO,FATAL_DEGREE,DAMAGE_500_OR_LESS,DAMAGE_501_1500,DAMAGE_OVER_1500,SEX,INTERSECTION_RELATED,HIT_AND_RUN,REPORTYPE
30600,CHICAGO,IL,60660,42.0,0.0,0.0,0.0,1,3,74,2019.0,1,3,3,8.0,30,1,1,1,1,3,1,1,1,0,1,2,19,7,5,2020,0.0,1.0,0.0,0.0,0.0,0,1,0,0,1,1,1
30767,CHICAGO,IL,60628,57.0,0.0,0.0,0.0,1,22,66,2012.0,1,3,1,8.0,30,1,1,1,1,1,1,1,1,0,1,2,19,6,5,2020,0.0,1.0,0.0,0.0,0.0,0,0,1,0,1,1,0
30781,CHICAGO,IL,60617,48.0,0.0,0.0,0.0,1,8,55,2017.0,1,2,3,8.0,30,1,1,1,1,3,2,1,1,0,4,2,13,6,5,2020,1.0,0.0,0.0,0.0,0.0,0,0,1,0,1,1,1
30845,UNKNOWN,XX,0,36.9,0.0,2.0,0.0,1,7,10,2011.0,1,2,4,4.0,30,1,1,1,1,5,0,1,1,0,2,2,14,6,5,2020,1.0,0.0,0.0,0.0,2.0,0,1,0,0,1,1,1
30847,CHICAGO,IL,60654,29.0,-1.0,-1.0,0.0,1,7,10,2011.0,1,2,4,4.0,30,1,1,1,1,5,0,1,1,0,2,2,14,6,5,2020,0.0,0.0,0.0,0.0,2.0,0,1,0,0,1,1,1
31325,CHICAGO,IL,60644,36.0,0.0,3.0,0.0,1,2,31,1998.0,4,2,1,6.0,30,1,1,1,2,1,1,1,2,0,1,2,0,1,5,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,1
31326,CHICAGO,IL,60644,36.0,0.0,3.0,0.0,1,9,70,2019.0,1,1,1,1.0,30,1,1,1,2,1,1,1,2,0,1,2,0,1,5,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,1
31327,CHICAGO,IL,60644,54.0,0.0,0.0,0.0,1,2,31,1998.0,4,2,1,6.0,30,1,1,1,2,1,1,1,2,0,1,2,0,1,5,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,1
31328,CHICAGO,IL,60644,54.0,0.0,0.0,0.0,1,9,70,2019.0,1,1,1,1.0,30,1,1,1,2,1,1,1,2,0,1,2,0,1,5,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,1
31598,CHICAGO,IL,60640,27.0,0.0,0.0,0.0,1,1,20,2021.0,1,3,3,2.0,30,1,1,1,1,3,2,1,1,0,3,2,13,7,5,2020,0.0,1.0,0.0,0.0,0.0,1,0,0,1,1,1,1
31763,CHICAGO,IL,60644,36.0,0.0,4.0,0.0,1,2,8,2010.0,1,1,1,1.0,30,1,1,1,1,3,2,1,1,0,1,2,15,7,5,2020,1.0,0.0,0.0,0.0,1.0,0,1,0,0,1,1,0
31764,CHICAGO,IL,60644,36.0,0.0,4.0,0.0,1,25,128,2012.0,1,1,1,7.0,30,1,1,1,1,3,2,1,1,0,1,2,15,7,5,2020,1.0,0.0,0.0,0.0,1.0,0,1,0,0,1,1,0
31765,EVERGREEN_PARK,IL,60805,50.0,0.0,0.0,0.0,1,2,8,2010.0,1,1,1,1.0,30,1,1,1,1,3,2,1,1,0,1,2,15,7,5,2020,1.0,0.0,0.0,0.0,1.0,0,1,0,0,1,1,0
31766,EVERGREEN_PARK,IL,60805,50.0,0.0,0.0,0.0,1,25,128,2012.0,1,1,1,7.0,30,1,1,1,1,3,2,1,1,0,1,2,15,7,5,2020,1.0,0.0,0.0,0.0,1.0,0,1,0,0,1,1,0
32006,CHICAGO,IL,60616,36.9,0.0,-1.0,0.0,1,1,49,2006.0,3,2,1,6.0,30,2,0,1,3,1,1,1,1,0,1,2,21,7,5,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,0,1,1,1
32007,CHICAGO,IL,60617,42.0,0.0,0.0,0.0,1,-1,1,2011.0,-1,1,1,1.0,30,2,0,1,3,1,1,1,1,0,1,2,21,7,5,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
32008,CHICAGO,IL,60617,42.0,0.0,0.0,0.0,1,1,49,2006.0,3,2,1,6.0,30,2,0,1,3,1,1,1,1,0,1,2,21,7,5,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
32103,CHICAGO,IL,60632,22.0,0.0,-1.0,0.0,1,1,6,2009.0,1,2,1,6.0,30,1,1,1,2,1,1,1,1,0,2,2,22,7,5,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,0,1,0,1
32104,CHICAGO,IL,60632,22.0,0.0,-1.0,0.0,1,6,22,2015.0,3,1,1,1.0,30,1,1,1,2,1,1,1,1,0,2,2,22,7,5,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,0,1,0,1
32105,SOUTH_HOLLAND,IL,60473,51.0,0.0,-1.0,0.0,1,1,6,2009.0,1,2,1,6.0,30,1,1,1,2,1,1,1,1,0,2,2,22,7,5,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,0,1
32106,SOUTH_HOLLAND,IL,60473,51.0,0.0,-1.0,0.0,1,6,22,2015.0,3,1,1,1.0,30,1,1,1,2,1,1,1,1,0,2,2,22,7,5,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,0,1
32276,CHICAGO,IL,60656,44.0,0.0,0.0,0.0,1,2,322,1988.0,1,3,1,12.0,30,2,0,1,2,1,0,1,1,0,1,2,22,1,5,2020,1.0,0.0,0.0,0.0,0.0,0,1,0,1,1,1,0
32291,CHICAGO,IL,60617,48.0,0.0,0.0,0.0,1,4,11,2017.0,1,2,1,1.0,35,2,1,1,2,1,1,1,1,0,1,2,2,2,5,2020,0.0,1.0,0.0,0.0,0.0,0,0,1,1,1,1,1
32353,CHICAGO,IL,60629,39.0,0.0,0.0,0.0,1,1,14,2011.0,2,4,1,3.0,35,1,1,1,1,1,0,2,1,0,1,2,6,2,5,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,1,1
32354,CHICAGO,IL,60629,39.0,0.0,0.0,0.0,1,14,101,2012.0,2,3,1,5.0,35,1,1,1,1,1,0,2,1,0,1,2,6,2,5,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,1,1
32363,CHICAGO,IL,60629,38.0,0.0,1.0,0.0,1,1,14,2011.0,2,4,1,3.0,35,1,1,1,1,1,0,2,1,0,1,2,6,2,5,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,1,1
32364,CHICAGO,IL,60629,38.0,0.0,1.0,0.0,1,14,101,2012.0,2,3,1,5.0,35,1,1,1,1,1,0,2,1,0,1,2,6,2,5,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,1,1
32511,MAYWOOD,IL,60153,31.0,-1.0,-1.0,0.0,1,12,1,2003.0,1,3,1,1.0,30,1,1,1,1,5,1,1,1,0,3,2,13,1,5,2020,0.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
32513,MAYWOOD,IL,60153,36.9,0.0,1.0,0.0,1,12,1,2003.0,1,3,1,1.0,30,1,1,1,1,5,1,1,1,0,3,2,13,1,5,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
32800,MAYWOOD,IL,60153,36.0,0.0,2.0,0.0,1,4,29,2017.0,-1,8,2,3.0,30,1,1,2,1,2,1,1,2,0,1,2,14,1,5,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
32801,MAYWOOD,IL,60153,36.0,0.0,2.0,0.0,1,20,145,2006.0,-1,-1,-1,-1.0,30,1,1,2,1,2,1,1,2,0,1,2,14,1,5,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
32802,CHICAGO,IL,60628,26.0,0.0,0.0,0.0,1,4,29,2017.0,-1,8,2,3.0,30,1,1,2,1,2,1,1,2,0,1,2,14,1,5,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
32803,CHICAGO,IL,60628,26.0,0.0,0.0,0.0,1,20,145,2006.0,-1,-1,-1,-1.0,30,1,1,2,1,2,1,1,2,0,1,2,14,1,5,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
32811,CHICAGO_RIDGE,IL,60415,25.0,0.0,0.0,0.0,1,4,5,2020.0,1,2,1,4.0,30,1,1,2,1,2,2,1,2,0,1,2,14,1,5,2020,0.0,1.0,0.0,0.0,0.0,0,1,0,1,1,1,0
33213,CHICAGO,IL,60616,38.0,-1.0,3.0,0.0,1,-1,2,2010.0,2,1,1,1.0,30,1,1,2,1,1,1,1,2,0,2,2,18,1,5,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,0,1,1,0
33214,CHICAGO,IL,60616,38.0,-1.0,3.0,0.0,1,8,16,2010.0,1,2,1,6.0,30,1,1,2,1,1,1,1,2,0,2,2,18,1,5,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,0,1,1,0
33215,CHICAGO,IL,60619,56.0,0.0,0.0,0.0,1,-1,2,2010.0,2,1,1,1.0,30,1,1,2,1,1,1,1,2,0,2,2,18,1,5,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,1,0
33216,CHICAGO,IL,60619,56.0,0.0,0.0,0.0,1,8,16,2010.0,1,2,1,6.0,30,1,1,2,1,1,1,1,2,0,2,2,18,1,5,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,1,0
33441,CHICAGO,IL,60609,67.0,0.0,-1.0,0.0,1,7,125,2005.0,2,3,1,1.0,30,2,0,1,1,3,2,2,1,0,1,2,13,7,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,0
33442,CHICAGO,IL,60609,67.0,0.0,-1.0,0.0,1,7,125,2005.0,2,3,1,1.0,30,2,0,1,1,3,2,2,1,0,1,2,13,7,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,0
33443,CHICAGO,IL,60609,67.0,0.0,-1.0,0.0,1,1,6,2004.0,1,3,1,2.0,30,2,0,1,1,3,2,2,1,0,1,2,13,7,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,0
33444,CHICAGO,IL,60609,67.0,0.0,-1.0,0.0,1,1,6,2004.0,1,3,1,2.0,30,2,0,1,1,3,2,2,1,0,1,2,13,7,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,0
33445,CHICAGO,IL,60609,36.0,0.0,-1.0,0.0,1,7,125,2005.0,2,3,1,1.0,30,2,0,1,1,3,2,2,1,0,1,2,13,7,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,0
33446,CHICAGO,IL,60609,36.0,0.0,-1.0,0.0,1,7,125,2005.0,2,3,1,1.0,30,2,0,1,1,3,2,2,1,0,1,2,13,7,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,0
33447,CHICAGO,IL,60609,36.0,0.0,-1.0,0.0,1,1,6,2004.0,1,3,1,2.0,30,2,0,1,1,3,2,2,1,0,1,2,13,7,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,0
33448,CHICAGO,IL,60609,36.0,0.0,-1.0,0.0,1,1,6,2004.0,1,3,1,2.0,30,2,0,1,1,3,2,2,1,0,1,2,13,7,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,0
33449,MIDLOTHIAN,IL,60445,20.0,0.0,0.0,0.0,1,7,125,2005.0,2,3,1,1.0,30,2,0,1,1,3,2,2,1,0,1,2,13,7,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,0
33450,MIDLOTHIAN,IL,60445,20.0,0.0,0.0,0.0,1,7,125,2005.0,2,3,1,1.0,30,2,0,1,1,3,2,2,1,0,1,2,13,7,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,0
33451,MIDLOTHIAN,IL,60445,20.0,0.0,0.0,0.0,1,1,6,2004.0,1,3,1,2.0,30,2,0,1,1,3,2,2,1,0,1,2,13,7,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,0
33452,MIDLOTHIAN,IL,60445,20.0,0.0,0.0,0.0,1,1,6,2004.0,1,3,1,2.0,30,2,0,1,1,3,2,2,1,0,1,2,13,7,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,0
33453,MIDLOTHIAN,IL,60445,20.0,0.0,0.0,0.0,1,7,125,2005.0,2,3,1,1.0,30,2,0,1,1,3,2,2,1,0,1,2,13,7,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,0
33454,MIDLOTHIAN,IL,60445,20.0,0.0,0.0,0.0,1,7,125,2005.0,2,3,1,1.0,30,2,0,1,1,3,2,2,1,0,1,2,13,7,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,0
33455,MIDLOTHIAN,IL,60445,20.0,0.0,0.0,0.0,1,1,6,2004.0,1,3,1,2.0,30,2,0,1,1,3,2,2,1,0,1,2,13,7,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,0
33456,MIDLOTHIAN,IL,60445,20.0,0.0,0.0,0.0,1,1,6,2004.0,1,3,1,2.0,30,2,0,1,1,3,2,2,1,0,1,2,13,7,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,0
33465,CHICAGO,IL,60609,36.9,0.0,3.0,0.0,1,1,6,2006.0,1,1,1,1.0,30,1,1,1,1,1,1,1,1,0,2,3,8,2,5,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
33466,CHICAGO,IL,60609,36.9,0.0,3.0,0.0,1,5,13,2020.0,1,4,1,5.0,30,1,1,1,1,1,1,1,1,0,2,3,8,2,5,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
33467,CHICAGO,IL,60609,36.9,0.0,3.0,0.0,2,17,52,2007.0,-1,2,5,3.0,30,1,1,1,1,1,1,1,1,0,2,3,8,2,5,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
33468,CHICAGO,IL,60609,25.0,0.0,0.0,0.0,1,1,6,2006.0,1,1,1,1.0,30,1,1,1,1,1,1,1,1,0,2,3,8,2,5,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,0,1,1,1
33469,CHICAGO,IL,60609,25.0,0.0,0.0,0.0,1,5,13,2020.0,1,4,1,5.0,30,1,1,1,1,1,1,1,1,0,2,3,8,2,5,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,0,1,1,1
33470,CHICAGO,IL,60609,25.0,0.0,0.0,0.0,2,17,52,2007.0,-1,2,5,3.0,30,1,1,1,1,1,1,1,1,0,2,3,8,2,5,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,0,1,1,1
33637,CHICAGO,IL,60629,49.0,0.0,0.0,0.0,1,8,16,2020.0,1,2,2,8.0,30,2,1,1,1,2,4,1,1,0,4,2,17,3,5,2020,0.0,1.0,0.0,0.0,0.0,0,1,0,1,1,1,1
33779,CHICAGO,IL,60632,24.0,0.0,1.0,0.0,1,13,36,2007.0,1,3,7,-1.0,30,1,1,1,1,6,1,1,1,0,1,3,17,3,5,2020,1.0,0.0,0.0,0.0,0.0,0,0,1,0,1,1,1
33780,CHICAGO,IL,60632,24.0,0.0,1.0,0.0,1,4,5,2013.0,1,1,1,2.0,30,1,1,1,1,6,1,1,1,0,1,3,17,3,5,2020,1.0,0.0,0.0,0.0,0.0,0,0,1,0,1,1,1
33781,CHICAGO,IL,60632,24.0,0.0,1.0,0.0,1,4,1,2014.0,1,4,7,1.0,30,1,1,1,1,6,1,1,1,0,1,3,17,3,5,2020,1.0,0.0,0.0,0.0,0.0,0,0,1,0,1,1,1
33782,CHICAGO,IL,60629,16.0,0.0,1.0,0.0,1,13,36,2007.0,1,3,7,-1.0,30,1,1,1,1,6,1,1,1,0,1,3,17,3,5,2020,1.0,0.0,0.0,0.0,0.0,0,0,1,1,1,1,1
33783,CHICAGO,IL,60629,16.0,0.0,1.0,0.0,1,4,5,2013.0,1,1,1,2.0,30,1,1,1,1,6,1,1,1,0,1,3,17,3,5,2020,1.0,0.0,0.0,0.0,0.0,0,0,1,1,1,1,1
33784,CHICAGO,IL,60629,16.0,0.0,1.0,0.0,1,4,1,2014.0,1,4,7,1.0,30,1,1,1,1,6,1,1,1,0,1,3,17,3,5,2020,1.0,0.0,0.0,0.0,0.0,0,0,1,1,1,1,1
33820,CHICAGO,IL,60619,36.0,0.0,5.0,0.0,1,2,31,2003.0,4,5,1,2.0,30,1,1,1,1,4,0,1,1,0,1,4,12,2,5,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
33821,CHICAGO,IL,60619,36.0,0.0,5.0,0.0,1,-1,2,2010.0,-1,5,1,1.0,30,1,1,1,1,4,0,1,1,0,1,4,12,2,5,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
33822,CHICAGO,IL,60619,36.0,0.0,5.0,0.0,1,4,50,2012.0,1,5,1,6.0,30,1,1,1,1,4,0,1,1,0,1,4,12,2,5,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
33824,CHICAGO,IL,60617,21.0,0.0,0.0,0.0,1,2,31,2003.0,4,5,1,2.0,30,1,1,1,1,4,0,1,1,0,1,4,12,2,5,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,1
33825,CHICAGO,IL,60617,21.0,0.0,0.0,0.0,1,-1,2,2010.0,-1,5,1,1.0,30,1,1,1,1,4,0,1,1,0,1,4,12,2,5,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,1
33826,CHICAGO,IL,60617,21.0,0.0,0.0,0.0,1,4,50,2012.0,1,5,1,6.0,30,1,1,1,1,4,0,1,1,0,1,4,12,2,5,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,1
33828,CHICAGO,IL,60617,25.0,0.0,0.0,0.0,1,2,31,2003.0,4,5,1,2.0,30,1,1,1,1,4,0,1,1,0,1,4,12,2,5,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
33829,CHICAGO,IL,60617,25.0,0.0,0.0,0.0,1,-1,2,2010.0,-1,5,1,1.0,30,1,1,1,1,4,0,1,1,0,1,4,12,2,5,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
33830,CHICAGO,IL,60617,25.0,0.0,0.0,0.0,1,4,50,2012.0,1,5,1,6.0,30,1,1,1,1,4,0,1,1,0,1,4,12,2,5,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
33893,CHICAGO,IL,60637,0.0,0.0,0.0,0.0,1,9,42,2002.0,1,3,1,10.0,30,2,0,1,1,12,4,1,1,0,1,2,16,2,5,2020,1.0,0.0,0.0,0.0,0.0,0,0,1,0,1,1,1
34046,UNK,XX,0,38.0,-1.0,-1.0,0.0,1,-1,1,2010.0,-1,3,1,-1.0,30,1,1,1,1,6,1,1,1,0,1,2,18,2,5,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,1,1
34047,UNK,XX,0,38.0,-1.0,-1.0,0.0,1,17,122,2016.0,1,1,1,1.0,30,1,1,1,1,6,1,1,1,0,1,2,18,2,5,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,1,1
34048,CHICAGO,IL,60622,31.0,0.0,2.0,0.0,1,-1,1,2010.0,-1,3,1,-1.0,30,1,1,1,1,6,1,1,1,0,1,2,18,2,5,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,1,1
34049,CHICAGO,IL,60622,31.0,0.0,2.0,0.0,1,17,122,2016.0,1,1,1,1.0,30,1,1,1,1,6,1,1,1,0,1,2,18,2,5,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,1,1
34295,CHICAGO,IL,60623,34.0,0.0,0.0,0.0,1,5,13,2000.0,1,3,1,8.0,30,1,1,1,1,1,1,1,1,0,1,2,5,4,5,2020,1.0,0.0,0.0,0.0,0.0,0,0,1,1,1,1,1
34438,CHICAGO,IL,60644,13.0,0.0,3.0,0.0,1,6,22,1998.0,3,2,1,1.0,30,1,1,1,1,1,1,1,1,0,1,2,13,4,5,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,1,1
34439,CHICAGO,IL,60644,13.0,0.0,3.0,0.0,1,7,25,2017.0,2,1,1,5.0,30,1,1,1,1,1,1,1,1,0,1,2,13,4,5,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,1,1
34440,ARLINGTON_HEIGHTS,IL,60004,34.0,0.0,0.0,0.0,1,6,22,1998.0,3,2,1,1.0,30,1,1,1,1,1,1,1,1,0,1,2,13,4,5,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,1,1
34441,ARLINGTON_HEIGHTS,IL,60004,34.0,0.0,0.0,0.0,1,7,25,2017.0,2,1,1,5.0,30,1,1,1,1,1,1,1,1,0,1,2,13,4,5,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,1,1
34702,CHICAGO,IL,60651,24.0,0.0,6.0,0.0,1,1,4,2018.0,1,4,1,1.0,30,1,1,1,1,6,0,1,1,0,2,4,12,3,5,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
34703,CHICAGO,IL,60651,24.0,0.0,6.0,0.0,1,1,54,2019.0,1,2,3,1.0,30,1,1,1,1,6,0,1,1,0,2,4,12,3,5,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
34704,CHICAGO,IL,60651,24.0,0.0,6.0,0.0,1,1,4,2007.0,1,4,6,3.0,30,1,1,1,1,6,0,1,1,0,2,4,12,3,5,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
34705,CHICAGO,IL,60651,24.0,0.0,6.0,0.0,2,9,98,2014.0,1,3,5,7.0,30,1,1,1,1,6,0,1,1,0,2,4,12,3,5,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
34706,WOODSTOCK,IL,60098,61.0,0.0,0.0,0.0,1,1,4,2018.0,1,4,1,1.0,30,1,1,1,1,6,0,1,1,0,2,4,12,3,5,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
34707,WOODSTOCK,IL,60098,61.0,0.0,0.0,0.0,1,1,54,2019.0,1,2,3,1.0,30,1,1,1,1,6,0,1,1,0,2,4,12,3,5,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
34708,WOODSTOCK,IL,60098,61.0,0.0,0.0,0.0,1,1,4,2007.0,1,4,6,3.0,30,1,1,1,1,6,0,1,1,0,2,4,12,3,5,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
34709,WOODSTOCK,IL,60098,61.0,0.0,0.0,0.0,2,9,98,2014.0,1,3,5,7.0,30,1,1,1,1,6,0,1,1,0,2,4,12,3,5,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
34710,UNK,XX,0,36.9,0.0,6.0,0.0,1,1,4,2018.0,1,4,1,1.0,30,1,1,1,1,6,0,1,1,0,2,4,12,3,5,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
34711,UNK,XX,0,36.9,0.0,6.0,0.0,1,1,54,2019.0,1,2,3,1.0,30,1,1,1,1,6,0,1,1,0,2,4,12,3,5,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
34712,UNK,XX,0,36.9,0.0,6.0,0.0,1,1,4,2007.0,1,4,6,3.0,30,1,1,1,1,6,0,1,1,0,2,4,12,3,5,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
34713,UNK,XX,0,36.9,0.0,6.0,0.0,2,9,98,2014.0,1,3,5,7.0,30,1,1,1,1,6,0,1,1,0,2,4,12,3,5,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
34795,CHICAGO,IL,60639,39.0,0.0,0.0,0.0,1,4,228,2019.0,1,4,3,3.0,30,1,1,1,1,2,0,1,1,0,2,2,17,3,5,2020,0.0,1.0,0.0,0.0,0.0,0,0,1,0,1,1,0
34925,CHICAGO,IL,60626,51.0,0.0,0.0,0.0,1,1,1,1999.0,4,2,2,1.0,30,1,1,1,3,2,1,1,1,0,2,2,20,3,5,2020,0.0,1.0,0.0,0.0,0.0,0,0,1,1,1,1,1
34926,CHICAGO,IL,60626,51.0,0.0,0.0,0.0,1,3,40,2010.0,1,4,1,7.0,30,1,1,1,3,2,1,1,1,0,2,2,20,3,5,2020,0.0,1.0,0.0,0.0,0.0,0,0,1,1,1,1,1
35070,UNK,XX,0,36.9,0.0,3.0,0.0,1,1,20,2013.0,1,2,1,1.0,30,2,1,1,2,1,1,1,1,0,1,4,23,3,5,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
35071,UNK,XX,0,36.9,0.0,3.0,0.0,1,4,5,2003.0,1,3,1,6.0,30,2,1,1,2,1,1,1,1,0,1,4,23,3,5,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
35072,UNK,XX,0,36.9,0.0,3.0,0.0,2,1,135,2002.0,4,1,5,1.0,30,2,1,1,2,1,1,1,1,0,1,4,23,3,5,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
35073,UNK,XX,0,36.9,0.0,3.0,0.0,2,1,4,2017.0,1,1,5,1.0,30,2,1,1,2,1,1,1,1,0,1,4,23,3,5,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
35074,ELK_GROVE_VILLAGE,IL,60007,33.0,0.0,3.0,0.0,1,1,20,2013.0,1,2,1,1.0,30,2,1,1,2,1,1,1,1,0,1,4,23,3,5,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,0,1,1,1
35075,ELK_GROVE_VILLAGE,IL,60007,33.0,0.0,3.0,0.0,1,4,5,2003.0,1,3,1,6.0,30,2,1,1,2,1,1,1,1,0,1,4,23,3,5,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,0,1,1,1
35076,ELK_GROVE_VILLAGE,IL,60007,33.0,0.0,3.0,0.0,2,1,135,2002.0,4,1,5,1.0,30,2,1,1,2,1,1,1,1,0,1,4,23,3,5,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,0,1,1,1
35077,ELK_GROVE_VILLAGE,IL,60007,33.0,0.0,3.0,0.0,2,1,4,2017.0,1,1,5,1.0,30,2,1,1,2,1,1,1,1,0,1,4,23,3,5,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,0,1,1,1
35151,UNK,XX,0,36.0,0.0,3.0,0.0,1,13,72,2007.0,1,4,1,3.0,35,1,1,1,1,2,1,1,1,0,2,2,18,4,5,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
35152,UNK,XX,0,36.0,0.0,3.0,0.0,1,19,238,2004.0,1,1,2,4.0,35,1,1,1,1,2,1,1,1,0,2,2,18,4,5,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
