index,CITY,STATE,ZIPCODE,AGE,EJECTION,DRIVER_ACTION,BAC_RESULT,UNIT_TYPE,MAKE,MODEL,VEHICLE_YEAR,VEHICLE_TYPE,TRAVEL_DIRECTION,MANEUVER,FIRST_CONTACT_POINT,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,STREET_DIRECTION,NUM_UNITS,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,CRASH_YEAR,FATAL_INBOTH,FATAL_CARPPL,FATAL_OTHPPL,FATAL_INAUTO,FATAL_DEGREE,DAMAGE_500_OR_LESS,DAMAGE_501_1500,DAMAGE_OVER_1500,SEX,INTERSECTION_RELATED,HIT_AND_RUN,REPORTYPE
5685,CHICAGO,IL,60632,25.0,0.0,0.0,0.0,1,5,23,2016.0,1,1,1,3.0,30,1,1,4,1,2,1,1,2,0,1,2,10,6,4,2020,0.0,1.0,0.0,0.0,0.0,0,0,1,0,1,1,1
5883,CHICAGO,IL,60639,37.0,0.0,0.0,0.0,1,4,18,2017.0,1,4,1,4.0,30,0,0,1,1,1,0,1,1,0,2,2,14,7,4,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,1,1
5884,CHICAGO,IL,60639,37.0,0.0,0.0,0.0,1,26,1,2010.0,1,3,1,-1.0,30,0,0,1,1,1,0,1,1,0,2,2,14,7,4,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,1,1
5885,CHICAGO,IL,60639,38.0,0.0,5.0,0.0,1,4,18,2017.0,1,4,1,4.0,30,0,0,1,1,1,0,1,1,0,2,2,14,7,4,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,0,1,1,1
5886,CHICAGO,IL,60639,38.0,0.0,5.0,0.0,1,26,1,2010.0,1,3,1,-1.0,30,0,0,1,1,1,0,1,1,0,2,2,14,7,4,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,0,1,1,1
5897,CHICAGO,IL,60639,36.0,0.0,3.0,0.0,1,6,305,2004.0,1,4,1,10.0,35,2,1,1,1,1,1,1,1,0,1,2,14,1,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
5898,CHICAGO,IL,60639,36.0,0.0,3.0,0.0,1,8,16,2014.0,1,1,1,1.0,35,2,1,1,1,1,1,1,1,0,1,2,14,1,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
5899,CHICAGO,IL,60637,19.0,0.0,0.0,0.0,1,6,305,2004.0,1,4,1,10.0,35,2,1,1,1,1,1,1,1,0,1,2,14,1,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,1
5900,CHICAGO,IL,60637,19.0,0.0,0.0,0.0,1,8,16,2014.0,1,1,1,1.0,35,2,1,1,1,1,1,1,1,0,1,2,14,1,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,1
6168,CHICAGO,IL,60620,36.0,0.0,3.0,0.0,1,5,344,2001.0,3,3,1,1.0,35,2,1,1,1,6,0,1,1,-1,2,2,17,1,4,2020,1.0,0.0,0.0,0.0,1.0,1,0,0,1,1,1,1
6169,CHICAGO,IL,60644,25.0,0.0,0.0,0.0,1,11,35,2010.0,1,1,1,1.0,35,2,1,1,1,6,0,1,1,-1,2,2,17,1,4,2020,1.0,0.0,0.0,0.0,1.0,1,0,0,0,1,1,1
6170,CHICAGO,IL,60644,25.0,0.0,0.0,0.0,1,5,344,2001.0,3,3,1,1.0,35,2,1,1,1,6,0,1,1,-1,2,2,17,1,4,2020,1.0,0.0,0.0,0.0,1.0,1,0,0,0,1,1,1
6311,CHICAGO,IL,60659,28.0,0.0,6.0,0.0,1,8,15,2011.0,1,3,1,1.0,30,1,1,1,1,2,0,1,1,0,2,2,9,2,4,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,1,1
6312,CHICAGO,IL,60659,28.0,0.0,6.0,0.0,1,2,8,2016.0,1,1,2,8.0,30,1,1,1,1,2,0,1,1,0,2,2,9,2,4,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,1,1
6313,CHICAGO,IL,60624,66.0,0.0,0.0,0.0,1,8,15,2011.0,1,3,1,1.0,30,1,1,1,1,2,0,1,1,0,2,2,9,2,4,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,0,1,1,1
6314,CHICAGO,IL,60624,66.0,0.0,0.0,0.0,1,2,8,2016.0,1,1,2,8.0,30,1,1,1,1,2,0,1,1,0,2,2,9,2,4,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,0,1,1,1
6372,CHICAGO,IL,60624,36.9,0.0,2.0,0.0,1,-1,1,2011.0,1,3,2,3.0,30,1,1,1,1,5,1,1,1,0,1,2,11,3,4,2020,1.0,0.0,0.0,0.0,2.0,1,0,0,0,1,1,1
6374,CHICAGO,IL,60624,31.0,-1.0,0.0,0.0,1,-1,1,2011.0,1,3,2,3.0,30,1,1,1,1,5,1,1,1,0,1,2,11,3,4,2020,0.0,0.0,0.0,0.0,2.0,1,0,0,0,1,1,1
6557,CHICAGO,IL,60632,42.0,0.0,0.0,0.0,1,1,14,2010.0,3,3,1,6.0,30,2,1,1,3,1,3,1,1,0,1,2,3,2,4,2020,0.0,1.0,0.0,0.0,0.0,0,0,1,1,1,1,0
6727,MUNSTER,IN,60623,41.0,-1.0,1.0,0.0,1,-1,39,2010.0,2,4,1,-1.0,30,1,1,1,4,5,1,1,1,-1,2,2,18,2,4,2020,0.0,0.0,0.0,0.0,3.0,1,0,0,1,1,1,1
6769,CHICAGO,IL,60609,53.0,0.0,0.0,0.0,1,1,116,1998.0,1,3,1,4.0,30,2,1,1,2,1,2,1,1,0,1,2,20,2,4,2020,0.0,1.0,0.0,0.0,0.0,0,1,0,1,1,1,1
6776,CHICAGO,IL,60609,36.0,0.0,4.0,0.0,1,2,31,2010.0,4,4,1,1.0,35,1,1,1,2,3,0,1,1,0,1,2,20,2,4,2020,1.0,0.0,0.0,0.0,1.0,0,1,0,1,1,1,1
6777,CHICAGO,IL,60609,36.0,0.0,4.0,0.0,1,5,23,2012.0,2,4,1,2.0,35,1,1,1,2,3,0,1,1,0,1,2,20,2,4,2020,1.0,0.0,0.0,0.0,1.0,0,1,0,1,1,1,1
6778,NAPERVILLE,IL,60565,30.0,0.0,0.0,0.0,1,2,31,2010.0,4,4,1,1.0,35,1,1,1,2,3,0,1,1,0,1,2,20,2,4,2020,1.0,0.0,0.0,0.0,1.0,0,1,0,0,1,1,1
6779,NAPERVILLE,IL,60565,30.0,0.0,0.0,0.0,1,5,23,2012.0,2,4,1,2.0,35,1,1,1,2,3,0,1,1,0,1,2,20,2,4,2020,1.0,0.0,0.0,0.0,1.0,0,1,0,0,1,1,1
6930,CHICAGO,IL,60629,25.0,0.0,0.0,0.0,1,3,12,2004.0,1,5,2,4.0,35,1,1,1,1,2,6,1,1,0,1,3,10,4,4,2020,1.0,0.0,0.0,0.0,0.0,0,0,1,1,1,1,1
6931,CHICAGO,IL,60629,25.0,0.0,0.0,0.0,3,2,9,2017.0,1,1,5,8.0,35,1,1,1,1,2,6,1,1,0,1,3,10,4,4,2020,1.0,0.0,0.0,0.0,0.0,0,0,1,1,1,1,1
7020,CHICAGO,IL,60617,28.0,0.0,0.0,0.0,3,4,29,2010.0,1,4,1,1.0,30,2,1,2,1,3,0,1,2,0,4,2,7,3,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
7021,CHICAGO,IL,60617,28.0,0.0,0.0,0.0,1,3,28,2018.0,1,4,3,2.0,30,2,1,2,1,3,0,1,2,0,4,2,7,3,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
7300,CHICAGO,IL,60608,36.0,0.0,2.0,0.0,1,11,230,1998.0,1,2,2,1.0,30,1,1,2,2,2,1,1,2,0,1,2,21,3,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,1
7301,CHICAGO,IL,60608,36.0,0.0,2.0,0.0,1,14,159,2001.0,1,4,1,3.0,30,1,1,2,2,2,1,1,2,0,1,2,21,3,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,1
7302,CHICAGO,IL,60632,20.0,0.0,0.0,0.0,1,11,230,1998.0,1,2,2,1.0,30,1,1,2,2,2,1,1,2,0,1,2,21,3,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
7303,CHICAGO,IL,60632,20.0,0.0,0.0,0.0,1,14,159,2001.0,1,4,1,3.0,30,1,1,2,2,2,1,1,2,0,1,2,21,3,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
7409,CHICAGO,IL,60647,22.0,0.0,2.0,0.0,1,5,7,2001.0,1,1,2,4.0,30,2,1,1,1,2,2,1,1,0,3,2,18,2,4,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,0,0,1,0
7410,CHICAGO,IL,60647,22.0,0.0,2.0,0.0,1,5,1,2016.0,1,3,1,3.0,30,2,1,1,1,2,2,1,1,0,3,2,18,2,4,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,0,0,1,0
7411,WILLOWBROOK,IL,60527,34.0,0.0,0.0,0.0,1,5,7,2001.0,1,1,2,4.0,30,2,1,1,1,2,2,1,1,0,3,2,18,2,4,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,0,1,0
7412,WILLOWBROOK,IL,60527,34.0,0.0,0.0,0.0,1,5,1,2016.0,1,3,1,3.0,30,2,1,1,1,2,2,1,1,0,3,2,18,2,4,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,0,1,0
8128,CHICAGO,IL,60652,0.0,0.0,0.0,0.0,1,8,15,2017.0,1,2,1,1.0,30,1,1,1,2,3,1,1,1,0,4,2,22,6,4,2020,0.0,1.0,0.0,0.0,0.0,0,1,0,0,1,1,0
8129,CHICAGO,IL,60652,0.0,0.0,0.0,0.0,1,4,5,2010.0,1,2,1,2.0,30,1,1,1,2,3,1,1,1,0,4,2,22,6,4,2020,0.0,1.0,0.0,0.0,0.0,0,1,0,0,1,1,0
8667,CHICAGO,IL,60615,41.0,0.0,3.0,2.0,1,8,16,2017.0,1,4,1,1.0,30,1,1,2,2,1,2,1,2,0,3,2,1,1,4,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,0,1,0,1
8668,CHICAGO,IL,60615,41.0,0.0,3.0,2.0,1,12,32,2019.0,1,1,1,10.0,30,1,1,2,2,1,2,1,2,0,3,2,1,1,4,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,0,1,0,1
8669,BERWYN,IL,60402,26.0,0.0,0.0,0.0,1,8,16,2017.0,1,4,1,1.0,30,1,1,2,2,1,2,1,2,0,3,2,1,1,4,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,0,1
8670,BERWYN,IL,60402,26.0,0.0,0.0,0.0,1,12,32,2019.0,1,1,1,10.0,30,1,1,2,2,1,2,1,2,0,3,2,1,1,4,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,0,1
8975,CHICAGO,IL,60651,36.0,0.0,2.0,0.0,1,3,1,2010.0,1,5,2,11.0,30,1,1,1,1,9,2,1,1,0,3,2,16,6,4,2020,1.0,0.0,0.0,0.0,1.0,1,0,0,1,1,1,1
8977,WILMETTE,IL,60091,49.0,0.0,0.0,0.0,1,3,1,2010.0,1,5,2,11.0,30,1,1,1,1,9,2,1,1,0,3,2,16,6,4,2020,0.0,0.0,0.0,1.0,1.0,1,0,0,1,1,1,1
9036,CHICAGO,IL,60660,31.0,0.0,0.0,0.0,1,25,1,2006.0,1,2,1,3.0,30,1,1,1,1,1,1,1,1,0,2,2,18,6,4,2020,0.0,1.0,0.0,0.0,0.0,0,0,1,1,1,1,1
9173,CHICAGO,IL,60649,29.0,0.0,3.0,1.0,1,6,69,2014.0,1,2,3,3.0,30,1,1,1,2,1,1,1,1,0,2,2,22,6,4,2020,1.0,0.0,0.0,0.0,0.0,0,0,1,1,1,1,1
9608,CHICAGO,IL,60643,35.0,0.0,5.0,0.0,1,15,249,2000.0,1,3,2,6.0,30,1,1,1,1,2,2,1,1,0,2,3,16,7,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
9609,CHICAGO,IL,60643,35.0,0.0,5.0,0.0,1,1,6,2014.0,1,1,1,12.0,30,1,1,1,1,2,2,1,1,0,2,3,16,7,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
9610,CHICAGO,IL,60643,35.0,0.0,5.0,0.0,1,28,45,2007.0,5,4,1,6.0,30,1,1,1,1,2,2,1,1,0,2,3,16,7,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
9611,EVERGREEN_PARK,IL,60805,29.0,0.0,0.0,0.0,1,15,249,2000.0,1,3,2,6.0,30,1,1,1,1,2,2,1,1,0,2,3,16,7,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
9612,EVERGREEN_PARK,IL,60805,29.0,0.0,0.0,0.0,1,1,6,2014.0,1,1,1,12.0,30,1,1,1,1,2,2,1,1,0,2,3,16,7,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
9613,EVERGREEN_PARK,IL,60805,29.0,0.0,0.0,0.0,1,28,45,2007.0,5,4,1,6.0,30,1,1,1,1,2,2,1,1,0,2,3,16,7,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
9614,CHICAGO,IL,60644,26.0,0.0,0.0,0.0,1,15,249,2000.0,1,3,2,6.0,30,1,1,1,1,2,2,1,1,0,2,3,16,7,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
9615,CHICAGO,IL,60644,26.0,0.0,0.0,0.0,1,1,6,2014.0,1,1,1,12.0,30,1,1,1,1,2,2,1,1,0,2,3,16,7,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
9616,CHICAGO,IL,60644,26.0,0.0,0.0,0.0,1,28,45,2007.0,5,4,1,6.0,30,1,1,1,1,2,2,1,1,0,2,3,16,7,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
9648,CHICAGO,IL,60625,24.0,0.0,0.0,0.0,1,7,48,2016.0,2,4,3,2.0,30,1,1,2,1,3,2,1,2,0,2,2,17,7,4,2020,0.0,1.0,0.0,0.0,0.0,0,1,0,1,1,1,0
9740,CHICAGO,IL,60652,38.0,0.0,3.0,0.0,1,2,19,2017.0,1,4,1,5.0,35,1,1,2,2,1,1,1,2,0,1,2,23,7,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
9741,CHICAGO,IL,60652,38.0,0.0,3.0,0.0,1,8,81,2007.0,1,1,1,1.0,35,1,1,2,2,1,1,1,2,0,1,2,23,7,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
9742,CHICAGO,IL,60652,36.0,0.0,0.0,0.0,1,2,19,2017.0,1,4,1,5.0,35,1,1,2,2,1,1,1,2,0,1,2,23,7,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
9743,CHICAGO,IL,60652,36.0,0.0,0.0,0.0,1,8,81,2007.0,1,1,1,1.0,35,1,1,2,2,1,1,1,2,0,1,2,23,7,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
9883,WEST_CHESTER,IL,60154,36.9,0.0,0.0,0.0,1,2,258,2003.0,4,3,1,5.0,30,1,1,1,1,1,1,1,1,0,3,3,8,1,4,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
9884,WEST_CHESTER,IL,60154,36.9,0.0,0.0,0.0,1,4,5,2009.0,1,3,1,7.0,30,1,1,1,1,1,1,1,1,0,3,3,8,1,4,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
9885,WEST_CHESTER,IL,60154,36.9,0.0,0.0,0.0,1,6,46,2003.0,1,4,1,1.0,30,1,1,1,1,1,1,1,1,0,3,3,8,1,4,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
9886,CHICAGO,IL,60644,37.0,0.0,0.0,0.0,1,2,258,2003.0,4,3,1,5.0,30,1,1,1,1,1,1,1,1,0,3,3,8,1,4,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,0,1,1,1
9887,CHICAGO,IL,60644,37.0,0.0,0.0,0.0,1,4,5,2009.0,1,3,1,7.0,30,1,1,1,1,1,1,1,1,0,3,3,8,1,4,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,0,1,1,1
9888,CHICAGO,IL,60644,37.0,0.0,0.0,0.0,1,6,46,2003.0,1,4,1,1.0,30,1,1,1,1,1,1,1,1,0,3,3,8,1,4,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,0,1,1,1
9889,CHICAGO,IL,60623,20.0,0.0,3.0,0.0,1,2,258,2003.0,4,3,1,5.0,30,1,1,1,1,1,1,1,1,0,3,3,8,1,4,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
9890,CHICAGO,IL,60623,20.0,0.0,3.0,0.0,1,4,5,2009.0,1,3,1,7.0,30,1,1,1,1,1,1,1,1,0,3,3,8,1,4,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
9891,CHICAGO,IL,60623,20.0,0.0,3.0,0.0,1,6,46,2003.0,1,4,1,1.0,30,1,1,1,1,1,1,1,1,0,3,3,8,1,4,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
10036,WEST_CHESTER,IL,60154,36.0,0.0,-1.0,0.0,1,-1,1,2010.0,-1,3,1,-1.0,30,2,0,1,2,2,7,1,1,0,3,2,1,3,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,1
10037,WEST_CHESTER,IL,60154,36.0,0.0,-1.0,0.0,1,4,18,2016.0,1,2,2,7.0,30,2,0,1,2,2,7,1,1,0,3,2,1,3,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,1
10038,CHICAGO,IL,60624,29.0,0.0,0.0,0.0,1,-1,1,2010.0,-1,3,1,-1.0,30,2,0,1,2,2,7,1,1,0,3,2,1,3,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,1
10039,CHICAGO,IL,60624,29.0,0.0,0.0,0.0,1,4,18,2016.0,1,2,2,7.0,30,2,0,1,2,2,7,1,1,0,3,2,1,3,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,1
10208,CHICAGO,IL,60637,36.9,-1.0,-1.0,0.0,1,-1,2,2011.0,-1,4,-1,-1.0,35,1,1,1,1,5,0,1,1,0,4,2,17,1,4,2020,0.0,0.0,0.0,0.0,2.0,0,0,1,0,1,1,1
10210,WEST_CHESTER,IL,60154,36.9,0.0,-1.0,0.0,1,-1,2,2011.0,-1,4,-1,-1.0,35,1,1,1,1,5,0,1,1,0,4,2,17,1,4,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,0,1,1,1
10757,CHICAGO,IL,60619,29.0,0.0,0.0,0.0,1,1,20,2014.0,1,3,2,-1.0,30,1,1,1,1,2,1,1,1,0,1,2,14,2,4,2020,0.0,1.0,0.0,0.0,0.0,1,0,0,0,1,1,0
10758,CHICAGO,IL,60619,29.0,0.0,0.0,0.0,1,4,11,2014.0,1,3,2,4.0,30,1,1,1,1,2,1,1,1,0,1,2,14,2,4,2020,0.0,1.0,0.0,0.0,0.0,1,0,0,0,1,1,0
11101,LA_GRANGE,IL,60526,42.0,0.0,0.0,0.0,1,28,45,2021.0,5,1,4,4.0,30,1,1,2,1,2,3,1,2,0,3,2,7,4,4,2020,0.0,1.0,0.0,0.0,0.0,0,0,1,1,1,1,1
11161,CHICAGO,IL,60640,42.0,0.0,12.0,0.0,1,25,140,2020.0,1,3,10,2.0,30,1,1,1,1,5,1,1,1,0,3,2,10,2,4,2020,1.0,0.0,0.0,0.0,1.0,1,0,0,1,1,1,0
11162,CHICAGO,IL,60640,42.0,0.0,12.0,0.0,1,25,140,2020.0,1,3,10,2.0,30,1,1,1,1,5,1,1,1,0,3,2,10,2,4,2020,1.0,0.0,0.0,0.0,1.0,1,0,0,1,1,1,0
11165,UNKNOWN,XX,0,36.0,0.0,12.0,0.0,1,25,140,2020.0,1,3,10,2.0,30,1,1,1,1,5,1,1,1,0,3,2,10,2,4,2020,1.0,0.0,0.0,0.0,1.0,1,0,0,1,1,1,0
11166,UNKNOWN,XX,0,36.0,0.0,12.0,0.0,1,25,140,2020.0,1,3,10,2.0,30,1,1,1,1,5,1,1,1,0,3,2,10,2,4,2020,1.0,0.0,0.0,0.0,1.0,1,0,0,1,1,1,0
11169,CHICAGO,IL,60625,41.0,-1.0,-1.0,2.0,1,25,140,2020.0,1,3,10,2.0,30,1,1,1,1,5,1,1,1,0,3,2,10,2,4,2020,0.0,0.0,0.0,0.0,1.0,1,0,0,0,1,1,0
11170,CHICAGO,IL,60625,41.0,-1.0,-1.0,2.0,1,25,140,2020.0,1,3,10,2.0,30,1,1,1,1,5,1,1,1,0,3,2,10,2,4,2020,0.0,0.0,0.0,0.0,1.0,1,0,0,0,1,1,0
11173,CHICAGO,IL,60625,41.0,-1.0,-1.0,2.0,1,25,140,2020.0,1,3,10,2.0,30,1,1,1,1,5,1,1,1,0,3,2,10,2,4,2020,0.0,0.0,0.0,0.0,1.0,1,0,0,0,1,1,0
11174,CHICAGO,IL,60625,41.0,-1.0,-1.0,2.0,1,25,140,2020.0,1,3,10,2.0,30,1,1,1,1,5,1,1,1,0,3,2,10,2,4,2020,0.0,0.0,0.0,0.0,1.0,1,0,0,0,1,1,0
11519,CHICAGO,IL,60636,58.0,0.0,0.0,0.0,1,1,4,2015.0,1,3,1,7.0,30,1,1,1,1,1,2,1,1,0,1,2,17,3,4,2020,1.0,0.0,0.0,0.0,0.0,0,0,1,1,1,1,1
11681,UNKNOWN,XX,0,36.9,0.0,2.0,0.0,1,3,215,2011.0,1,3,1,1.0,30,2,1,1,1,5,4,1,1,0,2,2,13,5,4,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
11683,CHICAGO,IL,60623,64.0,-1.0,0.0,0.0,1,3,215,2011.0,1,3,1,1.0,30,2,1,1,1,5,4,1,1,0,2,2,13,5,4,2020,0.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
12072,ORLAND_PARK,IL,60462,57.0,0.0,0.0,0.0,1,2,19,2012.0,1,3,3,2.0,35,1,1,1,1,3,2,1,1,0,1,2,15,4,4,2020,0.0,1.0,0.0,0.0,0.0,0,1,0,0,1,1,1
12871,CHICAGO,IL,60636,57.0,0.0,3.0,0.0,1,6,41,2017.0,3,3,1,3.0,30,1,1,1,1,1,1,1,1,0,2,2,16,5,4,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,1,1
12872,CHICAGO,IL,60636,57.0,0.0,3.0,0.0,1,24,156,2020.0,2,2,1,5.0,30,1,1,1,1,1,1,1,1,0,2,2,16,5,4,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,1,1
12873,CHICAGO,IL,60608,56.0,-1.0,0.0,0.0,1,6,41,2017.0,3,3,1,3.0,30,1,1,1,1,1,1,1,1,0,2,2,16,5,4,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,1,1
12874,CHICAGO,IL,60608,56.0,-1.0,0.0,0.0,1,24,156,2020.0,2,2,1,5.0,30,1,1,1,1,1,1,1,1,0,2,2,16,5,4,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,1,1
12985,CHICAGO,IL,60632,49.0,0.0,0.0,0.0,1,8,15,2019.0,1,2,1,12.0,30,1,1,1,2,1,1,1,1,0,2,2,22,5,4,2020,1.0,0.0,0.0,0.0,0.0,0,0,1,0,1,1,0
13147,NIAGARA,WI,54151,44.0,0.0,0.0,0.0,1,4,5,2005.0,1,-1,1,1.0,30,1,1,1,1,1,8,1,1,0,2,2,15,7,5,2020,0.0,1.0,0.0,0.0,0.0,0,0,1,1,1,0,0
13148,NIAGARA,WI,54151,44.0,0.0,0.0,0.0,1,10,67,2013.0,1,4,1,10.0,30,1,1,1,1,1,8,1,1,0,2,2,15,7,5,2020,0.0,1.0,0.0,0.0,0.0,0,0,1,1,1,0,0
13220,UNKNOWN,IL,0,38.0,0.0,-1.0,0.0,1,23,61,2008.0,1,1,1,1.0,30,1,1,1,2,10,8,1,1,0,3,1,0,1,5,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,0,1,1,1
13261,EAST_CHICAGO,IN,46312,39.0,0.0,0.0,0.0,1,1,14,2005.0,1,3,3,7.0,30,1,1,4,1,4,0,1,2,0,1,2,8,6,4,2020,0.0,1.0,0.0,0.0,0.0,0,1,0,0,1,1,1
13452,HARVEY,IL,60426,78.0,0.0,0.0,0.0,1,1,195,2008.0,3,1,1,6.0,35,2,1,4,1,1,2,1,3,0,1,2,11,6,4,2020,0.0,1.0,0.0,0.0,0.0,0,0,1,1,1,1,0
13509,CHICAGO,IL,60646,20.0,0.0,0.0,0.0,1,18,1,2005.0,2,1,1,2.0,30,1,1,1,1,3,0,1,1,0,3,2,18,6,4,2020,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,1,1
13612,CHICAGO,IL,60646,12.0,-1.0,-1.0,0.0,1,-1,2,2010.0,1,2,-1,1.0,30,1,1,1,2,5,1,1,1,0,2,3,23,6,4,2020,0.0,0.0,0.0,0.0,3.0,0,0,1,1,0,1,1
13615,CHICAGO,IL,60646,37.0,-1.0,0.0,0.0,1,-1,2,2010.0,1,2,-1,1.0,30,1,1,1,2,5,1,1,1,0,2,3,23,6,4,2020,0.0,0.0,0.0,0.0,3.0,0,0,1,0,0,1,1
13704,ALSIP,IL,60803,39.0,0.0,3.0,0.0,1,21,1,2015.0,1,1,1,1.0,30,1,1,1,2,1,7,1,1,0,2,2,20,6,4,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,0
13705,ALSIP,IL,60803,39.0,0.0,3.0,0.0,1,21,1,2015.0,1,1,1,1.0,30,1,1,1,2,1,7,1,1,0,2,2,20,6,4,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,0
13706,ALSIP,IL,60803,39.0,0.0,3.0,0.0,1,1,20,2016.0,1,2,1,6.0,30,1,1,1,2,1,7,1,1,0,2,2,20,6,4,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,0
13707,ALSIP,IL,60803,39.0,0.0,3.0,0.0,1,1,20,2016.0,1,2,1,6.0,30,1,1,1,2,1,7,1,1,0,2,2,20,6,4,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,0
13708,CHICAGO,IL,60646,36.9,0.0,3.0,0.0,1,21,1,2015.0,1,1,1,1.0,30,1,1,1,2,1,7,1,1,0,2,2,20,6,4,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,0,1,1,0
13709,CHICAGO,IL,60646,36.9,0.0,3.0,0.0,1,21,1,2015.0,1,1,1,1.0,30,1,1,1,2,1,7,1,1,0,2,2,20,6,4,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,0,1,1,0
13710,CHICAGO,IL,60646,36.9,0.0,3.0,0.0,1,1,20,2016.0,1,2,1,6.0,30,1,1,1,2,1,7,1,1,0,2,2,20,6,4,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,0,1,1,0
