,index,CITY,STATE,ZIPCODE,AGE,EJECTION,DRIVER_ACTION,BAC_RESULT,UNIT_TYPE,MAKE,MODEL,VEHICLE_YEAR,VEHICLE_TYPE,TRAVEL_DIRECTION,MANEUVER,FIRST_CONTACT_POINT,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,STREET_DIRECTION,NUM_UNITS,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,CRASH_YEAR,FATAL_INBOTH,FATAL_CARPPL,FATAL_OTHPPL,FATAL_INAUTO,FATAL_DEGREE,DAMAGE_500_OR_LESS,DAMAGE_501_1500,DAMAGE_OVER_1500,SEX,INTERSECTION_RELATED,HIT_AND_RUN,REPORTYPE
2110,98521,CHICAGO,IL,60621,27.0,0.0,0.0,0.0,1,8,15,2013.0,1,4,1,1.0,30,2,1,1,1,2,0,1,1,0,2,3,12,7,7,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
2111,98522,CHICAGO,IL,60615,70.0,0.0,0.0,0.0,1,-1,1,2011.0,-1,4,1,-1.0,30,2,1,1,1,2,0,1,1,0,2,3,12,7,7,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
2112,98523,CHICAGO,IL,60615,70.0,0.0,0.0,0.0,1,1,4,2014.0,1,7,2,5.0,30,2,1,1,1,2,0,1,1,0,2,3,12,7,7,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
2113,98524,CHICAGO,IL,60615,70.0,0.0,0.0,0.0,1,8,15,2013.0,1,4,1,1.0,30,2,1,1,1,2,0,1,1,0,2,3,12,7,7,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
2114,98652,CHICAGO,IL,60628,61.0,0.0,0.0,0.0,1,3,12,2013.0,1,3,3,9.0,30,1,1,1,2,7,6,1,1,0,1,2,3,7,7,2020,0.0,1.0,0.0,0.0,0.0,0,0,1,1,1,1,0
2115,98658,CHICAGO,IL,60628,36.0,0.0,-1.0,0.0,1,6,22,2007.0,3,1,1,4.0,30,0,0,1,2,10,11,1,1,0,1,1,3,7,7,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,0,1,1
2116,98861,CHICAGO,IL,60632,38.0,-1.0,2.0,0.0,1,-1,1,2010.0,-1,3,1,-1.0,30,1,1,1,1,5,0,1,1,0,1,3,14,7,7,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,0,1,1,1
2117,98864,CHICAGO,IL,60644,34.0,-1.0,0.0,0.0,1,-1,1,2010.0,-1,3,1,-1.0,30,1,1,1,1,5,0,1,1,0,1,3,14,7,7,2020,0.0,0.0,0.0,0.0,3.0,0,0,1,0,1,1,1
2118,98867,CHICAGO,IL,60644,35.0,-1.0,0.0,0.0,1,-1,1,2010.0,-1,3,1,-1.0,30,1,1,1,1,5,0,1,1,0,1,3,14,7,7,2020,0.0,0.0,0.0,0.0,3.0,0,0,1,1,1,1,1
2119,98945,NORTHBROOK,IL,60062,27.0,0.0,0.0,0.0,1,11,102,1993.0,1,1,1,1.0,30,1,1,1,1,2,1,1,1,0,3,2,15,7,7,2020,1.0,0.0,0.0,0.0,0.0,0,0,1,1,1,1,1
2120,98999,CHICAGO,IL,60619,86.0,0.0,0.0,0.0,1,2,71,2013.0,1,3,1,1.0,30,2,1,1,1,1,1,1,1,0,1,2,15,7,7,2020,1.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,1
2121,99000,CHICAGO,IL,60619,86.0,0.0,0.0,0.0,1,1,4,2004.0,1,2,1,3.0,30,2,1,1,1,1,1,1,1,0,1,2,15,7,7,2020,1.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,1
2122,99081,CHICAGO,IL,60653,36.0,0.0,-1.0,0.0,1,9,70,2020.0,1,3,1,11.0,30,2,1,1,1,1,1,1,1,0,1,2,17,7,7,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,1
2123,99082,CHICAGO,IL,60653,36.0,0.0,-1.0,0.0,1,2,82,2010.0,-1,2,6,1.0,30,2,1,1,1,1,1,1,1,0,1,2,17,7,7,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,1
2124,99083,CHICAGO,IL,60653,36.0,0.0,7.0,0.0,1,9,70,2020.0,1,3,1,11.0,30,2,1,1,1,1,1,1,1,0,1,2,17,7,7,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
2125,99125,CHICAGO,IL,60653,38.0,-1.0,-1.0,0.0,1,-1,2,2010.0,-1,4,1,1.0,25,2,1,1,1,1,3,1,1,0,3,2,16,7,7,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,0,1,1,1
2126,99126,CHICAGO,IL,60653,38.0,-1.0,-1.0,0.0,1,5,13,1998.0,1,1,1,6.0,25,2,1,1,1,1,3,1,1,0,3,2,16,7,7,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,0,1,1,1
2127,99127,CHICAGO,IL,60634,26.0,0.0,-1.0,0.0,1,-1,2,2010.0,-1,4,1,1.0,25,2,1,1,1,1,3,1,1,0,3,2,16,7,7,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,0,1,1,1
2128,99128,CHICAGO,IL,60634,26.0,0.0,-1.0,0.0,1,5,13,1998.0,1,1,1,6.0,25,2,1,1,1,1,3,1,1,0,3,2,16,7,7,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,0,1,1,1
2129,99216,CHICAGO,IL,60649,32.0,0.0,2.0,0.0,1,1,4,2014.0,1,2,8,3.0,30,1,1,1,1,4,0,1,1,0,4,2,19,7,7,2020,1.0,0.0,0.0,0.0,0.0,0,0,1,1,1,0,1
2130,99217,CHICAGO,IL,60649,32.0,0.0,2.0,0.0,1,2,71,2011.0,1,2,1,4.0,30,1,1,1,1,4,0,1,1,0,4,2,19,7,7,2020,1.0,0.0,0.0,0.0,0.0,0,0,1,1,1,0,1
2131,99218,CALUMET_CITY,IL,60409,27.0,0.0,0.0,0.0,1,1,4,2014.0,1,2,8,3.0,30,1,1,1,1,4,0,1,1,0,4,2,19,7,7,2020,1.0,0.0,0.0,0.0,0.0,0,0,1,1,1,0,1
2132,99219,CALUMET_CITY,IL,60409,27.0,0.0,0.0,0.0,1,2,71,2011.0,1,2,1,4.0,30,1,1,1,1,4,0,1,1,0,4,2,19,7,7,2020,1.0,0.0,0.0,0.0,0.0,0,0,1,1,1,0,1
2133,99229,CHICAGO,IL,60637,33.0,0.0,0.0,0.0,1,6,41,2016.0,1,1,3,1.0,30,1,0,1,1,1,0,1,1,0,1,2,18,7,7,2020,0.0,1.0,0.0,0.0,0.0,0,0,1,0,1,1,0
2134,99269,CHICAGO,IL,60637,36.0,0.0,-1.0,0.0,1,1,4,2018.0,1,3,3,2.0,30,1,1,1,1,3,1,1,1,0,1,2,18,7,7,2020,1.0,0.0,0.0,0.0,1.0,0,1,0,0,1,1,0
2135,99270,SAUK_VILLAGE,IL,60411,26.0,0.0,0.0,0.0,1,-1,1,2010.0,1,3,1,1.0,30,1,1,1,1,3,1,1,1,0,1,2,18,7,7,2020,1.0,0.0,0.0,0.0,1.0,0,1,0,1,1,1,0
2136,99271,SAUK_VILLAGE,IL,60411,26.0,0.0,0.0,0.0,1,1,4,2018.0,1,3,3,2.0,30,1,1,1,1,3,1,1,1,0,1,2,18,7,7,2020,1.0,0.0,0.0,0.0,1.0,0,1,0,1,1,1,0
2137,99721,NAPERVILLE,IL,60563,18.0,0.0,0.0,0.0,1,1,165,2009.0,1,3,1,2.0,30,1,1,1,2,3,1,1,1,0,1,2,23,7,7,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,0,1,0
2138,99722,NAPERVILLE,IL,60563,18.0,0.0,0.0,0.0,1,1,60,2003.0,4,3,1,1.0,30,1,1,1,2,3,1,1,1,0,1,2,23,7,7,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,0,1,0
2139,99723,CHICAGO,IL,60622,36.0,0.0,4.0,0.0,1,1,165,2009.0,1,3,1,2.0,30,1,1,1,2,3,1,1,1,0,1,2,23,7,7,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,0,1,0
2140,99724,CHICAGO,IL,60622,36.0,0.0,4.0,0.0,1,1,60,2003.0,4,3,1,1.0,30,1,1,1,2,3,1,1,1,0,1,2,23,7,7,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,0,1,0
2141,99893,CHICAGO,IL,60622,35.0,0.0,2.0,0.0,1,1,4,2014.0,1,4,1,1.0,35,0,0,1,1,3,2,1,1,0,1,2,16,7,7,2020,0.0,1.0,0.0,0.0,0.0,0,0,1,0,1,1,0
2142,99928,CHICAGO,IL,60608,32.0,0.0,0.0,0.0,1,5,7,2016.0,1,2,3,2.0,30,1,1,1,5,3,0,1,1,0,2,2,19,7,7,2020,0.0,1.0,0.0,0.0,0.0,0,1,0,1,1,1,0
2143,100558,CHICAGO,IL,60625,21.0,0.0,0.0,0.0,1,25,245,1999.0,1,4,1,1.0,30,1,1,1,2,1,0,1,1,0,2,2,21,2,7,2020,0.0,1.0,0.0,0.0,0.0,1,0,0,0,1,1,1
2144,100561,BOLINGBROOK,IL,60440,22.0,0.0,3.0,0.0,1,4,5,2012.0,1,2,1,1.0,30,1,1,1,1,1,1,1,1,0,3,2,19,1,7,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,0,1
2145,100562,BOLINGBROOK,IL,60440,22.0,0.0,3.0,0.0,1,27,1,2005.0,1,3,1,8.0,30,1,1,1,1,1,1,1,1,0,3,2,19,1,7,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,0,1
2146,100563,BURR_RIDGE,IL,60527,51.0,0.0,0.0,0.0,1,4,5,2012.0,1,2,1,1.0,30,1,1,1,1,1,1,1,1,0,3,2,19,1,7,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,0,1
2147,100564,BURR_RIDGE,IL,60527,51.0,0.0,0.0,0.0,1,27,1,2005.0,1,3,1,8.0,30,1,1,1,1,1,1,1,1,0,3,2,19,1,7,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,0,1
2148,100568,BOLINGBROOK,IL,60440,36.9,0.0,-1.0,0.0,1,4,5,2017.0,1,3,1,10.0,30,2,1,2,1,1,1,1,2,0,1,2,11,1,7,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
2149,100569,CHICAGO,IL,60615,43.0,0.0,0.0,0.0,1,1,163,2011.0,4,2,-1,1.0,30,2,1,2,1,1,1,1,2,0,1,2,11,1,7,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
2150,100570,CHICAGO,IL,60615,43.0,0.0,0.0,0.0,1,4,5,2017.0,1,3,1,10.0,30,2,1,2,1,1,1,1,2,0,1,2,11,1,7,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
2151,100581,LA_GRANGE_PARK,IL,60526,19.0,0.0,0.0,0.0,1,1,4,2013.0,1,3,3,1.0,30,1,1,1,2,1,0,1,1,0,1,4,22,7,7,2020,0.0,1.0,0.0,0.0,0.0,0,0,1,1,1,1,0
2152,100634,CHICAGO,IL,60643,20.0,0.0,0.0,0.0,1,8,81,2011.0,1,1,2,9.0,30,1,1,1,2,2,1,1,1,0,1,2,0,1,7,2020,0.0,1.0,0.0,0.0,0.0,0,1,0,1,1,1,0
2153,100691,CHICAGO,IL,60618,66.0,0.0,0.0,0.0,1,10,1,2004.0,1,3,1,1.0,30,1,1,1,2,1,1,1,1,0,2,2,1,1,7,2020,1.0,0.0,0.0,0.0,0.0,0,1,0,1,1,1,1
2154,100692,CHICAGO,IL,60618,66.0,0.0,0.0,0.0,1,3,3,2013.0,1,4,1,11.0,30,1,1,1,2,1,1,1,1,0,2,2,1,1,7,2020,1.0,0.0,0.0,0.0,0.0,0,1,0,1,1,1,1
2155,100707,CHICAGO,IL,60620,32.0,0.0,0.0,0.0,1,4,1,2018.0,1,1,1,1.0,30,2,1,1,2,1,3,1,1,0,1,2,1,1,7,2020,0.0,1.0,0.0,0.0,0.0,0,0,1,1,1,1,0
2156,100708,CHICAGO,IL,60620,32.0,0.0,0.0,0.0,1,1,99,2007.0,1,4,1,5.0,30,2,1,1,2,1,3,1,1,0,1,2,1,1,7,2020,0.0,1.0,0.0,0.0,0.0,0,0,1,1,1,1,0
2157,100729,CHICAGO,IL,60616,28.0,0.0,1.0,0.0,1,11,102,2002.0,1,4,1,1.0,30,1,1,1,2,6,0,1,1,0,1,2,0,1,7,2020,0.0,1.0,0.0,0.0,0.0,0,0,1,1,1,1,1
2158,100730,CHICAGO,IL,60616,28.0,0.0,1.0,0.0,1,4,29,2017.0,1,2,1,1.0,30,1,1,1,2,6,0,1,1,0,1,2,0,1,7,2020,0.0,1.0,0.0,0.0,0.0,0,0,1,1,1,1,1
2159,100731,CHICAGO,IL,60619,46.0,0.0,0.0,0.0,1,11,102,2002.0,1,4,1,1.0,30,1,1,1,2,6,0,1,1,0,1,2,0,1,7,2020,0.0,1.0,0.0,0.0,0.0,0,0,1,1,1,1,1
2160,100732,CHICAGO,IL,60619,46.0,0.0,0.0,0.0,1,4,29,2017.0,1,2,1,1.0,30,1,1,1,2,6,0,1,1,0,1,2,0,1,7,2020,0.0,1.0,0.0,0.0,0.0,0,0,1,1,1,1,1
2161,100767,CHICAGO,IL,60624,27.0,0.0,3.0,0.0,1,24,126,2020.0,1,4,4,1.0,35,1,1,1,2,2,1,1,1,0,2,4,2,1,7,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,0,0
2162,100768,CHICAGO,IL,60624,27.0,0.0,3.0,0.0,1,4,29,2014.0,1,4,6,2.0,35,1,1,1,2,2,1,1,1,0,2,4,2,1,7,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,0,0
2163,100769,CHICAGO,IL,60624,27.0,0.0,3.0,0.0,1,1,89,2013.0,1,1,1,4.0,35,1,1,1,2,2,1,1,1,0,2,4,2,1,7,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,0,0
2164,100770,CHICAGO,IL,60624,27.0,0.0,3.0,0.0,1,8,55,2019.0,1,8,4,3.0,35,1,1,1,2,2,1,1,1,0,2,4,2,1,7,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,0,0
2165,100771,CHICAGO,IL,60623,38.0,0.0,0.0,0.0,1,24,126,2020.0,1,4,4,1.0,35,1,1,1,2,2,1,1,1,0,2,4,2,1,7,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,0,0
2166,100772,CHICAGO,IL,60623,38.0,0.0,0.0,0.0,1,4,29,2014.0,1,4,6,2.0,35,1,1,1,2,2,1,1,1,0,2,4,2,1,7,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,0,0
2167,100773,CHICAGO,IL,60623,38.0,0.0,0.0,0.0,1,1,89,2013.0,1,1,1,4.0,35,1,1,1,2,2,1,1,1,0,2,4,2,1,7,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,0,0
2168,100774,CHICAGO,IL,60623,38.0,0.0,0.0,0.0,1,8,55,2019.0,1,8,4,3.0,35,1,1,1,2,2,1,1,1,0,2,4,2,1,7,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,0,0
2169,100775,CHICAGO,IL,60644,26.0,0.0,0.0,0.0,1,24,126,2020.0,1,4,4,1.0,35,1,1,1,2,2,1,1,1,0,2,4,2,1,7,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,0,0
2170,100776,CHICAGO,IL,60644,26.0,0.0,0.0,0.0,1,4,29,2014.0,1,4,6,2.0,35,1,1,1,2,2,1,1,1,0,2,4,2,1,7,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,0,0
2171,100777,CHICAGO,IL,60644,26.0,0.0,0.0,0.0,1,1,89,2013.0,1,1,1,4.0,35,1,1,1,2,2,1,1,1,0,2,4,2,1,7,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,0,0
2172,100778,CHICAGO,IL,60644,26.0,0.0,0.0,0.0,1,8,55,2019.0,1,8,4,3.0,35,1,1,1,2,2,1,1,1,0,2,4,2,1,7,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,0,0
2173,100779,CHICAGO,IL,60624,26.0,0.0,0.0,0.0,1,24,126,2020.0,1,4,4,1.0,35,1,1,1,2,2,1,1,1,0,2,4,2,1,7,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,0,0
2174,100780,CHICAGO,IL,60624,26.0,0.0,0.0,0.0,1,4,29,2014.0,1,4,6,2.0,35,1,1,1,2,2,1,1,1,0,2,4,2,1,7,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,0,0
2175,100781,CHICAGO,IL,60624,26.0,0.0,0.0,0.0,1,1,89,2013.0,1,1,1,4.0,35,1,1,1,2,2,1,1,1,0,2,4,2,1,7,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,0,0
2176,100782,CHICAGO,IL,60624,26.0,0.0,0.0,0.0,1,8,55,2019.0,1,8,4,3.0,35,1,1,1,2,2,1,1,1,0,2,4,2,1,7,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,0,0
2177,101131,CHICAGO,IL,60610,27.0,0.0,0.0,0.0,1,3,12,2020.0,1,1,2,3.0,30,1,1,1,1,2,0,1,1,0,3,2,14,1,7,2020,0.0,1.0,0.0,0.0,0.0,0,1,0,1,1,1,0
2178,101168,CHICAGO,IL,60617,49.0,0.0,0.0,0.0,1,3,3,2012.0,1,2,1,7.0,30,0,0,1,1,3,0,1,1,0,4,2,14,1,7,2020,0.0,1.0,0.0,0.0,0.0,1,0,0,1,1,1,1
2179,101312,UNKNOWN,XX,0,36.0,0.0,3.0,0.0,1,-1,1,2010.0,-1,1,1,1.0,25,2,0,1,1,1,4,1,1,0,2,4,17,1,7,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
2180,101313,UNKNOWN,XX,0,36.0,0.0,3.0,0.0,1,39,181,2006.0,1,4,1,9.0,25,2,0,1,1,1,4,1,1,0,2,4,17,1,7,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
2181,101314,UNKNOWN,XX,0,36.0,0.0,3.0,0.0,2,4,5,2006.0,1,4,5,2.0,25,2,0,1,1,1,4,1,1,0,2,4,17,1,7,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
2182,101315,UNKNOWN,XX,0,36.0,0.0,3.0,0.0,2,2,9,2007.0,2,4,5,2.0,25,2,0,1,1,1,4,1,1,0,2,4,17,1,7,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
2183,101316,CHICAGO,IL,60620,17.0,0.0,-1.0,0.0,1,-1,1,2010.0,-1,1,1,1.0,25,2,0,1,1,1,4,1,1,0,2,4,17,1,7,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,1
2184,101317,CHICAGO,IL,60620,17.0,0.0,-1.0,0.0,1,39,181,2006.0,1,4,1,9.0,25,2,0,1,1,1,4,1,1,0,2,4,17,1,7,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,1
2185,101318,CHICAGO,IL,60620,17.0,0.0,-1.0,0.0,2,4,5,2006.0,1,4,5,2.0,25,2,0,1,1,1,4,1,1,0,2,4,17,1,7,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,1
2186,101319,CHICAGO,IL,60620,17.0,0.0,-1.0,0.0,2,2,9,2007.0,2,4,5,2.0,25,2,0,1,1,1,4,1,1,0,2,4,17,1,7,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,1
2187,101377,UNKNOWN,XX,0,36.9,0.0,3.0,0.0,1,1,43,2011.0,2,3,1,-1.0,30,1,1,1,1,9,1,1,1,0,3,2,19,1,7,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,0,1,1,1
2188,101379,CHICAGO,IL,60620,24.0,2.0,1.0,0.0,1,1,43,2011.0,2,3,1,-1.0,30,1,1,1,1,9,1,1,1,0,3,2,19,1,7,2020,0.0,0.0,0.0,1.0,2.0,0,0,1,1,1,1,1
2189,101384,CHICAGO,IL,60620,21.0,0.0,0.0,0.0,1,1,20,2011.0,1,5,1,10.0,30,2,1,1,1,2,4,1,1,0,3,2,13,1,7,2020,0.0,1.0,0.0,0.0,0.0,0,0,1,1,1,1,0
2190,101426,CHICAGO,IL,60620,38.0,0.0,3.0,0.0,1,8,15,2015.0,1,2,1,1.0,30,2,1,1,1,2,0,1,1,0,2,2,19,1,7,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,0,1,1,1
2191,101427,CHICAGO,IL,60629,22.0,0.0,-1.0,0.0,1,-1,39,2010.0,1,6,4,2.0,30,2,1,1,1,2,0,1,1,0,2,2,19,1,7,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,0,1,1,1
2192,101428,CHICAGO,IL,60629,22.0,0.0,-1.0,0.0,1,8,15,2015.0,1,2,1,1.0,30,2,1,1,1,2,0,1,1,0,2,2,19,1,7,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,0,1,1,1
2193,101473,CHICAGO,IL,60629,36.9,0.0,1.0,0.0,1,3,104,2006.0,1,2,3,2.0,30,1,1,1,2,3,0,1,1,0,2,3,21,1,7,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,0,1,1
2194,101474,CHICAGO,IL,60629,36.9,0.0,1.0,0.0,1,3,40,2010.0,1,2,3,2.0,30,1,1,1,2,3,0,1,1,0,2,3,21,1,7,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,0,1,1
2195,101475,CHICAGO,IL,60608,44.0,0.0,0.0,0.0,1,19,1,2011.0,1,2,1,1.0,30,1,1,1,2,3,0,1,1,0,2,3,21,1,7,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,0,1,1
2196,101476,CHICAGO,IL,60608,44.0,0.0,0.0,0.0,1,3,104,2006.0,1,2,3,2.0,30,1,1,1,2,3,0,1,1,0,2,3,21,1,7,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,0,1,1
2197,101477,CHICAGO,IL,60608,44.0,0.0,0.0,0.0,1,3,40,2010.0,1,2,3,2.0,30,1,1,1,2,3,0,1,1,0,2,3,21,1,7,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,0,1,1
2198,101478,CHICAGO,IL,60616,40.0,0.0,0.0,0.0,1,19,1,2011.0,1,2,1,1.0,30,1,1,1,2,3,0,1,1,0,2,3,21,1,7,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,0,1,1
2199,101479,CHICAGO,IL,60616,40.0,0.0,0.0,0.0,1,3,104,2006.0,1,2,3,2.0,30,1,1,1,2,3,0,1,1,0,2,3,21,1,7,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,0,1,1
2200,101480,CHICAGO,IL,60616,40.0,0.0,0.0,0.0,1,3,40,2010.0,1,2,3,2.0,30,1,1,1,2,3,0,1,1,0,2,3,21,1,7,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,0,1,1
2201,101607,CHICAGO,IL,60628,36.9,0.0,7.0,0.0,1,13,36,2005.0,1,3,6,1.0,30,3,1,1,2,2,2,1,1,0,1,2,20,1,7,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,0,1,1,0
2202,101608,CHICAGO,IL,60628,36.9,0.0,7.0,0.0,1,7,25,2016.0,2,2,2,3.0,30,3,1,1,2,2,2,1,1,0,1,2,20,1,7,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,0,1,1,0
2203,101609,CHICAGO,IL,60624,38.0,0.0,0.0,0.0,1,13,36,2005.0,1,3,6,1.0,30,3,1,1,2,2,2,1,1,0,1,2,20,1,7,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,0,1,1,0
2204,101610,CHICAGO,IL,60624,38.0,0.0,0.0,0.0,1,7,25,2016.0,2,2,2,3.0,30,3,1,1,2,2,2,1,1,0,1,2,20,1,7,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,0,1,1,0
2205,101980,CHICAGO,IL,60634,34.0,0.0,0.0,0.0,1,23,182,2008.0,2,1,1,1.0,30,1,1,1,2,3,0,1,1,0,3,4,0,3,7,2020,1.0,0.0,0.0,0.0,0.0,0,0,1,0,1,1,1
2206,101981,CHICAGO,IL,60634,34.0,0.0,0.0,0.0,1,2,19,2008.0,2,1,3,2.0,30,1,1,1,2,3,0,1,1,0,3,4,0,3,7,2020,1.0,0.0,0.0,0.0,0.0,0,0,1,0,1,1,1
2207,101982,CHICAGO,IL,60634,34.0,0.0,0.0,0.0,2,4,29,2004.0,1,1,5,8.0,30,1,1,1,2,3,0,1,1,0,3,4,0,3,7,2020,1.0,0.0,0.0,0.0,0.0,0,0,1,0,1,1,1
2208,101983,CHICAGO,IL,60634,34.0,0.0,0.0,0.0,2,5,7,2011.0,1,1,5,8.0,30,1,1,1,2,3,0,1,1,0,3,4,0,3,7,2020,1.0,0.0,0.0,0.0,0.0,0,0,1,0,1,1,1
2209,102313,BELLWOOD,IL,60104,29.0,0.0,3.0,0.0,1,9,167,2002.0,1,3,1,1.0,30,1,1,1,3,1,2,1,1,0,2,2,0,2,7,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,1,1
2210,102314,BELLWOOD,IL,60104,29.0,0.0,3.0,0.0,1,2,1,2016.0,1,4,1,6.0,30,1,1,1,3,1,2,1,1,0,2,2,0,2,7,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,1,1
2211,102315,CHICAGO,IL,60617,49.0,0.0,0.0,0.0,1,9,167,2002.0,1,3,1,1.0,30,1,1,1,3,1,2,1,1,0,2,2,0,2,7,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,1,1
2212,102316,CHICAGO,IL,60617,49.0,0.0,0.0,0.0,1,2,1,2016.0,1,4,1,6.0,30,1,1,1,3,1,2,1,1,0,2,2,0,2,7,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,1,1
2213,102331,CHICAGO,IL,60651,32.0,0.0,0.0,0.0,1,4,187,2008.0,3,2,1,1.0,30,1,1,1,5,1,0,1,1,0,2,3,5,2,7,2020,1.0,0.0,0.0,0.0,0.0,0,0,1,1,1,1,1
2214,102332,CHICAGO,IL,60651,32.0,0.0,0.0,0.0,2,1,76,2007.0,1,2,5,9.0,30,1,1,1,5,1,0,1,1,0,2,3,5,2,7,2020,1.0,0.0,0.0,0.0,0.0,0,0,1,1,1,1,1
2215,102474,TALLAHASEE,FL,32303,22.0,0.0,0.0,0.0,1,13,171,2005.0,1,3,4,5.0,35,1,1,1,1,2,4,1,1,0,1,2,13,2,7,2020,0.0,1.0,0.0,0.0,0.0,0,0,1,0,1,1,0
2216,102484,CHICAGO,IL,60628,74.0,0.0,0.0,0.0,1,19,170,2014.0,1,2,4,10.0,30,2,0,1,1,2,8,2,1,0,1,2,12,2,7,2020,0.0,1.0,0.0,0.0,0.0,0,0,1,0,1,1,0
2217,102985,CHICAGO,IL,60617,26.0,0.0,0.0,0.0,1,19,90,2016.0,1,3,1,10.0,25,2,1,1,1,2,4,1,1,0,3,2,19,2,7,2020,0.0,1.0,0.0,0.0,0.0,0,1,0,1,1,1,1
2218,102992,BURBANK,IL,60459,41.0,0.0,0.0,1.0,1,4,11,2015.0,1,4,1,4.0,30,1,1,1,1,3,8,2,1,0,2,2,19,2,7,2020,0.0,1.0,0.0,0.0,0.0,0,1,0,0,1,0,0
